order,date,coin,futures,type,sum,fee
1231926266999492632,2024-10-20,USDT,BTCUSDT,contract_margin_settle_fee,-0.0237542308,0.0
1231926266382929920,2024-10-20,USDT,SOLUSDT,contract_margin_settle_fee,-0.024043467,0.0
1231926230068645901,2024-10-20,USDT,ETHUSDT,contract_margin_settle_fee,-0.0610140265,0.0
1231563884301275138,2024-10-19,USDT,BTCUSDT,contract_margin_settle_fee,-0.02548177,0.0
1231563862977433606,2024-10-19,USDT,ETHUSDT,contract_margin_settle_fee,-0.0602966854,0.0
1231563858137206789,2024-10-19,USDT,SOLUSDT,contract_margin_settle_fee,-0.0198677172,0.0
1231201482242150428,2024-10-18,USDT,BTCUSDT,contract_margin_settle_fee,-0.0242195999,0.0
1231201477359980566,2024-10-18,USDT,ETHUSDT,contract_margin_settle_fee,-0.0604568524,0.0
1231201468379975701,2024-10-18,USDT,SOLUSDT,contract_margin_settle_fee,-0.0233135724,0.0
1230839094624014392,2024-10-17,USDT,BTCUSDT,contract_margin_settle_fee,-0.025036031199999996,0.0
1230839083597189139,2024-10-17,USDT,SOLUSDT,contract_margin_settle_fee,-0.028083615,0.0
1230839073988038660,2024-10-17,USDT,ETHUSDT,contract_margin_settle_fee,-0.0629735729,0.0
1230476710550065177,2024-10-16,USDT,BTCUSDT,contract_margin_settle_fee,-0.0210558694,0.0
1230476703730126864,2024-10-16,USDT,ETHUSDT,contract_margin_settle_fee,-0.0596651552,0.0
1230476699250610185,2024-10-16,USDT,SOLUSDT,contract_margin_settle_fee,-0.022136424000000002,0.0
1230114323196170271,2024-10-15,USDT,BTCUSDT,contract_margin_settle_fee,-0.0236589208,0.0
1230114313469579265,2024-10-15,USDT,ETHUSDT,contract_margin_settle_fee,-0.06127052400000001,0.0
1230114280644956175,2024-10-15,USDT,SOLUSDT,contract_margin_settle_fee,-0.0330709896,0.0
1229751923896897541,2024-10-14,USDT,SOLUSDT,contract_margin_settle_fee,-0.017136085800000003,0.0
1229751922198204432,2024-10-14,USDT,BTCUSDT,contract_margin_settle_fee,-0.0197882127,0.0
1229751911355928583,2024-10-14,USDT,ETHUSDT,contract_margin_settle_fee,-0.0527660525,0.0
1229389547896983594,2024-10-13,USDT,BTCUSDT,contract_margin_settle_fee,-0.0101857781,0.0
1229389539894251542,2024-10-13,USDT,SOLUSDT,contract_margin_settle_fee,-0.0119909496,0.0
1229389530352209943,2024-10-13,USDT,ETHUSDT,contract_margin_settle_fee,-0.025224892,0.0
1229027168805867533,2024-10-12,USDT,BTCUSDT,contract_margin_settle_fee,-0.007571134493999999,0.0
1229027153983197215,2024-10-12,USDT,ETHUSDT,contract_margin_settle_fee,-0.0394856371,0.0
1229027152125120529,2024-10-12,USDT,SOLUSDT,contract_margin_settle_fee,0.0017654658150000006,0.0
1228664771809267753,2024-10-11,USDT,BTCUSDT,contract_margin_settle_fee,-0.0007812603999999999,0.0
1228664761856184320,2024-10-11,USDT,ETHUSDT,contract_margin_settle_fee,-0.045304511,0.0
1228664751378812982,2024-10-11,USDT,SOLUSDT,contract_margin_settle_fee,0.005064152432000001,0.0
1228302387932450820,2024-10-10,USDT,BTCUSDT,contract_margin_settle_fee,-0.0096596146,0.0
1228302364066861063,2024-10-10,USDT,SOLUSDT,contract_margin_settle_fee,-0.012072838562,0.0
1228302354201858185,2024-10-10,USDT,ETHUSDT,contract_margin_settle_fee,-0.049577483199999994,0.0
1227939987962089475,2024-10-09,USDT,BTCUSDT,contract_margin_settle_fee,-0.017854892,0.0
1227939985969795095,2024-10-09,USDT,ETHUSDT,contract_margin_settle_fee,-0.0407839873,0.0
1227939981842599940,2024-10-09,USDT,SOLUSDT,contract_margin_settle_fee,-0.00615937425,0.0
1227577615611219991,2024-10-08,USDT,BTCUSDT,contract_margin_settle_fee,-0.010275486175,0.0
1227577606408917001,2024-10-08,USDT,SOLUSDT,contract_margin_settle_fee,-0.008329483695,0.0
